start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1764115200,1764201600,2025-11-26T00:00:00+00:00,2025-11-27T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,6.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-mini-2024-07-18,False,incentivized-tier,92234.0,4088.0,0.0,92234.0,92234.0,4088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764201600,1764288000,2025-11-27T00:00:00+00:00,2025-11-28T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,10.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,28844.0,6391.0,11008.0,17836.0,17836.0,6391.0,11008.0,0.0,0.0,0.0,0.0,0.0,0.0
1764201600,1764288000,2025-11-27T00:00:00+00:00,2025-11-28T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,5.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-mini-2024-07-18,False,incentivized-tier,77407.0,3143.0,0.0,77407.0,77407.0,3143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764288000,1764374400,2025-11-28T00:00:00+00:00,2025-11-29T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,1.0,user-9K9NKdMZnughqzWdz3vw25M7,key_KeVgNceJif7epqRd,gpt-image-1-2025-04-23,False,default,2155.0,20800.0,0.0,2155.0,2155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20800.0
1764374400,1764460800,2025-11-29T00:00:00+00:00,2025-11-30T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1764460800,1764547200,2025-11-30T00:00:00+00:00,2025-12-01T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,9.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,52859.0,16047.0,5120.0,47739.0,47739.0,16047.0,5120.0,0.0,0.0,0.0,0.0,0.0,0.0
1764460800,1764547200,2025-11-30T00:00:00+00:00,2025-12-01T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,22.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-mini-2024-07-18,False,incentivized-tier,303974.0,18004.0,0.0,303974.0,303974.0,18004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764547200,1764633600,2025-12-01T00:00:00+00:00,2025-12-02T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,17.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,70540.0,16859.0,12288.0,58252.0,58252.0,16859.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0
1764547200,1764633600,2025-12-01T00:00:00+00:00,2025-12-02T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,41.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-mini-2024-07-18,False,incentivized-tier,637234.0,26912.0,0.0,637234.0,637234.0,26912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764633600,1764720000,2025-12-02T00:00:00+00:00,2025-12-03T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,5.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,42953.0,3034.0,0.0,42953.0,42953.0,3034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764633600,1764720000,2025-12-02T00:00:00+00:00,2025-12-03T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,32.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-mini-2024-07-18,False,incentivized-tier,450092.0,16361.0,0.0,450092.0,450092.0,16361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764720000,1764806400,2025-12-03T00:00:00+00:00,2025-12-04T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,3.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,30718.0,2306.0,0.0,30718.0,30718.0,2306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764806400,1764892800,2025-12-04T00:00:00+00:00,2025-12-05T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,3.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,29544.0,1218.0,0.0,29544.0,29544.0,1218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764892800,1764979200,2025-12-05T00:00:00+00:00,2025-12-06T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,32.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,198428.0,25737.0,23808.0,174620.0,174620.0,25737.0,23808.0,0.0,0.0,0.0,0.0,0.0,0.0
1764979200,1765065600,2025-12-06T00:00:00+00:00,2025-12-07T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,19.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,264906.0,7892.0,68352.0,196554.0,196554.0,7892.0,68352.0,0.0,0.0,0.0,0.0,0.0,0.0
1765065600,1765152000,2025-12-07T00:00:00+00:00,2025-12-08T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,15.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,incentivized-tier,112605.0,21884.0,10240.0,102365.0,102365.0,21884.0,10240.0,0.0,0.0,0.0,0.0,0.0,0.0
1765065600,1765152000,2025-12-07T00:00:00+00:00,2025-12-08T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,10.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,93085.0,4543.0,23808.0,69277.0,69277.0,4543.0,23808.0,0.0,0.0,0.0,0.0,0.0,0.0
1765065600,1765152000,2025-12-07T00:00:00+00:00,2025-12-08T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,2.0,user-9K9NKdMZnughqzWdz3vw25M7,key_s02zPftqhys3YY1l,gpt-4.1-2025-04-14,False,incentivized-tier,11745.0,3035.0,0.0,11745.0,11745.0,3035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765152000,1765238400,2025-12-08T00:00:00+00:00,2025-12-09T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,9.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,incentivized-tier,125562.0,26659.0,14336.0,111226.0,111226.0,26659.0,14336.0,0.0,0.0,0.0,0.0,0.0,0.0
1765152000,1765238400,2025-12-08T00:00:00+00:00,2025-12-09T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,5.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,72249.0,1885.0,0.0,72249.0,72249.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765238400,1765324800,2025-12-09T00:00:00+00:00,2025-12-10T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,10.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,incentivized-tier,71270.0,23752.0,2048.0,69222.0,69222.0,23752.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0
1765324800,1765411200,2025-12-10T00:00:00+00:00,2025-12-11T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,8.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,default,95274.0,34141.0,0.0,95274.0,95274.0,34141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765324800,1765411200,2025-12-10T00:00:00+00:00,2025-12-11T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,16.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,incentivized-tier,179069.0,58708.0,10240.0,168829.0,168829.0,58708.0,10240.0,0.0,0.0,0.0,0.0,0.0,0.0
1765411200,1765497600,2025-12-11T00:00:00+00:00,2025-12-12T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,3786.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,default,2874327.0,345965.0,0.0,2874327.0,2874327.0,345965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765411200,1765497600,2025-12-11T00:00:00+00:00,2025-12-12T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,6.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,incentivized-tier,65352.0,18399.0,0.0,65352.0,65352.0,18399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765411200,1765497600,2025-12-11T00:00:00+00:00,2025-12-12T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,39.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,163554.0,3086.0,0.0,163554.0,163554.0,3086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765411200,1765497600,2025-12-11T00:00:00+00:00,2025-12-12T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,2.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-mini-2024-07-18,False,incentivized-tier,438.0,54.0,0.0,438.0,438.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765497600,1765584000,2025-12-12T00:00:00+00:00,2025-12-13T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,4.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,default,42730.0,10441.0,0.0,42730.0,42730.0,10441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765497600,1765584000,2025-12-12T00:00:00+00:00,2025-12-13T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,1147.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,default,851867.0,91768.0,0.0,851867.0,851867.0,91768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765497600,1765584000,2025-12-12T00:00:00+00:00,2025-12-13T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,2.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4.1-2025-04-14,False,incentivized-tier,21281.0,4808.0,0.0,21281.0,21281.0,4808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765497600,1765584000,2025-12-12T00:00:00+00:00,2025-12-13T00:00:00+00:00,proj_jkQcJPQxbmuzDff2KNTXfDd3,458.0,user-9K9NKdMZnughqzWdz3vw25M7,key_nnSsnrSxeHSM6bnP,gpt-4o-2024-08-06,False,incentivized-tier,209894.0,13382.0,0.0,209894.0,209894.0,13382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
